"b,gh,gh,gb,d",match
"gh,gh,gh,gb,gh",match
"agha,gbalịa,bata,daa,bata",spell
"bata,gbalịa,agha,gbalịa,gbalịa",Sound
"m,e,j,k,h",match
"j,h,m,k,j",match
"e,j,j,m,h",matchSound
"k,l,e,l,k",match
"m,m,m,m,j",match
"f,l,f,m,k",matchSound
"m,l,l,m,f",matchfirst
"m,l,f,f,f",matchfirst
"d,b,a,a,g",matchSound
"l,l,f,l,m",matchfirst
"l,l,l,m,l",matchfirst
"ihe,nke,ihe,ihe,mere",spell
"ije,fee,fee,nke,fee",spell
"fee,lee,ije,nke,lee",Sound
"kp,r,s,ny,kp",match
"s,p,sh,i,r",match
"r,r,p,r,p",matchSound
"r,kp,s,r,kp",match
"p,sh,kp,i,i",match
"a,gb,a,gb,d",match
"i,p,sh,sh,s",matchSound
"i,i,sh,sh,p",matchfirst
"p,i,sh,sh,p",matchfirst
"i,sh,sh,i,i",matchfirst
"sh,i,i,sh,sh",matchfirst
"isi,nri,pia,isi,shishi",spell
"enyi,nri,akpi,pia,isi",spell
"nri,shishi,shishi,shishi,akpi",Sound
"b,n,w,z,w",match
"y,z,z,n,n",match
"d,gh,b,a,b",match
"z,w,b,v,z",matchSound
"w,t,b,y,v",match
"z,y,t,v,y",match
"v,z,b,b,v",matchSound
"n,y,v,v,y",matchfirst
"n,v,n,v,n",matchfirst
"v,y,y,y,v",matchfirst
"y,v,y,y,v",matchfirst
"vọọ,yọta,atọ,vọọ,uzọ",spell
"nnọ,vọọ,nnọ,yọta,nnọ",spell
"d,a,g,gh,a",matchSound
"nnọ,atọ,awọ,vọọ,yọta",Sound
"b,n,w,z,t",match
"n,n,n,n,y",match
"n,t,t,y,n",matchSound
"n,y,t,w,t",match
"y,y,v,b,v",match
"z,w,v,b,n",matchSound
"n,n,n,v,v",matchfirst
"y,y,v,v,y",matchfirst
"n,y,n,y,n",matchfirst
"d,d,b,gb,d",matchfirst
"n,y,y,y,v",matchfirst
"atọ,atọ,awọ,atọ,uzọ",spell
"uzọ,awọ,vọọ,uzọ,awọ",spell
"awọ,yọta,nnọ,atọ,atọ",Sound
"n,w,v,t,y",match
"t,n,b,y,b",match
"t,v,w,z,b",matchSound
"z,n,t,t,w",match
"n,b,t,v,y",match
"b,w,t,b,w",matchSound
"b,b,b,b,gb",matchfirst
"y,v,y,y,y",matchfirst
"y,y,v,y,v",matchfirst
"y,v,n,n,y",matchfirst
"v,v,v,v,v",matchfirst
"nnọ,vọọ,atọ,uzọ,atọ",spell
"vọọ,awọ,uzọ,uzọ,nnọ",spell
"yọta,nnọ,uzọ,awọ,vọọ",Sound
"gb,gb,gb,a,gb",matchfirst
"bata,agha,bata,gawa,daa",spell
