"m,b,m,a,g",match
"a,a,a,b,f",match
"baka,fana,ana,baka,fana",spell
"mapa,mama,dyana,dyana,mapa",Sound
"e,e,p,p,e",match
"e,n,t,m,e",match
"w,m,e,l,p",matchSound
"p,m,p,e,t",match
"n,n,t,l,w",match
"e,e,e,n,l",matchSound
"e,t,l,w,p",matchfirst
"l,e,t,w,w",matchfirst
"f,h,f,h,d",matchSound
"p,w,p,t,m",matchfirst
"n,t,l,l,e",matchfirst
"tele,embe,lembe,tele,epe",spell
"embe,pende,lembe,tele,nenge",spell
"mepe,enge,wexe,nene,enge",Sound
"n,i,i,d,n",match
"l,s,i,n,d",match
"i,s,n,i,n",matchSound
"s,n,s,d,i",match
"l,n,s,d,d",match
"m,g,m,b,d",match
"i,n,s,s,i",matchSound
"s,s,s,n,i",matchfirst
"n,n,i,n,d",matchfirst
"i,n,i,d,n",matchfirst
"n,s,n,i,d",matchfirst
"n`wina,ina,tima,n`wina,tiya",spell
"njiya,n`wina,siva,njiya,siva",spell
"sika,ima,iba,ima,ina",Sound
"o,v,t,v,v",match
"k,r,k,k,w",match
"m,a,d,d,a",match
"r,o,v,v,k",matchSound
"t,o,t,v,r",match
"w,o,t,e,t",match
"k,t,k,e,w",matchSound
"r,w,k,v,r",matchfirst
"t,r,r,w,t",matchfirst
"r,v,t,r,w",matchfirst
"k,k,v,w,t",matchfirst
"voya,kona,wona,khoma,tshova",spell
"khola,wona,voya,wona,voya",spell
"f,g,b,h,h",matchSound
"thola,vona,voya,tona,khoma",Sound
"x,z,z,u,x",match
"u,z,x,x,u",match
"i,u,u,x,u",matchSound
"x,z,z,x,u",match
"i,z,z,x,y",match
"z,y,i,x,y",matchSound
"x,y,y,x,y",matchfirst
"x,x,x,y,x",matchfirst
"x,y,x,y,y",matchfirst
"b,m,b,d,d",matchfirst
"x,x,y,x,x",matchfirst
"onga,xonga,xona,lomba,ona",spell
"xonga,lomba,xona,xonga,xona",spell
"xona,longa,longa,ona,omba",Sound
"x,y,u,z,y",match
"u,y,u,z,i",match
"x,x,x,z,x",matchSound
"x,x,y,z,y",match
"i,i,z,x,u",match
"z,u,i,y,z",matchSound
"a,b,b,b,a",matchfirst
"x,x,x,y,y",matchfirst
"y,x,x,y,y",matchfirst
"x,x,y,x,x",matchfirst
"x,y,y,x,y",matchfirst
"ona,longa,xonga,omba,xonga",spell
"xona,yona,yona,yona,omba",spell
"yona,onga,ona,xonga,omba",Sound
"b,b,a,a,b",matchfirst
"gama,mama,ana,dyana,gama",spell
