"l,s,c,l,c",match
"l,m,s,c,t",match
"ma,sac,an,no,mal",spell
"car,mal,car,sa,ma",Sound
"x,s,l,x,i",match
"n,s,i,i,m",match
"mi,s,i,x,m",matchSound
"s,l,d,s,s",match
"n,s,x,n,i",match
"d,i,s,i,d",matchSound
"d,s,d,s,d",matchfirst
"d,s,s,d,s",matchfirst
"s,s,a,s,l",matchSound
"s,s,d,d,d",matchfirst
"s,d,s,s,s",matchfirst
"mi,il,ni,fil,fil",spell
"dix,mi,mi,mi,ni",spell
"mi,fil,six,dix,ni",Sound
"s,b,d,m,t",match
"d,d,l,t,b",match
"r,s,d,l,b",matchSound
"s,d,l,u,u",match
"r,u,m,b,m",match
"a,c,c,a,s",match
"l,l,s,t,t",matchSound
"s,s,m,s,m",matchfirst
"m,s,s,m,s",matchfirst
"m,m,s,m,s",matchfirst
"m,m,m,s,s",matchfirst
"sur,du,mur,bu,lu",spell
"du,bu,lu,sur,mur",spell
"mur,mur,du,du,sur",Sound
"o,o,c,o,v",match
"o,c,r,s,c",match
"c,m,c,c,t",match
"v,r,s,r,s",matchSound
"c,o,r,q,v",match
"v,q,v,c,v",match
"q,v,q,q,s",matchSound
"c,v,c,c,c",matchfirst
"c,v,v,c,v",matchfirst
"c,c,v,c,c",matchfirst
"v,c,c,c,v",matchfirst
"vol,coq,cor,cor,dot",spell
"os,cor,vol,os,vol",spell
"l,m,r,c,m",matchSound
"vol,vol,vol,vol,dot",Sound
"l,l,b,n,c",match
"l,m,é,m,m",match
"m,m,b,l,b",matchSound
"c,c,n,c,l",match
"l,m,n,c,c",match
"m,l,b,l,é",matchSound
"b,b,é,c,é",matchfirst
"c,c,m,b,é",matchfirst
"é,b,c,é,c",matchfirst
"m,m,c,c,s",matchfirst
"c,c,c,é,b",matchfirst
"écu,né,été,blé,écu",spell
"né,né,mél,été,blé",spell
"blé,écu,été,été,écu",Sound
"o,m,u,a,m",match
"m,o,a,o,m",match
"n,m,o,a,m",matchSound
"u,i,a,u,u",match
"o,o,u,i,u",match
"a,n,n,i,m",matchSound
"m,s,c,c,m",matchfirst
"u,u,a,o,u",matchfirst
"u,u,u,i,a",matchfirst
"o,o,a,u,o",matchfirst
"o,o,a,o,u",matchfirst
"om,un,um,an,um",spell
"un,an,on,om,am",spell
"un,on,un,um,an",Sound
"c,s,m,c,m",matchfirst
"ni,mal,ma,la,sa",spell
