"a,c,a,c,t",match
"p,c,t,m,c",match
"z,i,p,k,n",match
"cl,gl,pr,bl,fl",match
"pr,cl,gl,bl,fl",match
"p,pr,s,sw,fl",match
"f,fl,c,cl,pr",matchSound
"ue,ute,ume,use,ule",match
"une,ue,use,ule,ute",match
"ute,use,ume,ue,ule",match
"ue,une,ule,use,ute",match
"ute,une,ue,ume,use",matchSound
"bl,fl,c,f,gl",matchfirst
"s,n,z,k,f",match
"m,m,pr,cl,bl",matchfirst
"pr,m,fl,f,gl",matchfirst
"r,fl,t,bl,gl",matchfirst
"c,c,f,pr,m",matchfirst
"blue,flute,cute,fume,glue",spell
"blue,flute,cute,fume,glue",spell
"sp,str,gl,h,r",match
"r,h,sp,str,gl",match
"bl,fl,sh,ch,pr",match
"sp,str,gl,h,r",match
"i,z,k,s,p",match
"f,fl,s,sp,str",matchSound
"oke,obe,ode,ome,op",match
"op,oke,ome,obe,ome",match
"og,obe,ot,ome,ode",match
"oke,obe,ode,ome,ox",match
"op,oke,ome,obe,ome",matchSound
"sp,str,gl,str,h",matchfirst
"r,sp,str,h,gl",matchfirst
"gl,r,sp,h,str",matchfirst
"sp,pl,fr,str,h",matchfirst
"z,s,k,i,p",matchSound
"br,bl,r,sw,sp",matchfirst
"spoke,strobe,globe,strode,home",spell
"rode,spoke,strode,home,globe",spell
"shr,tr,wh,bl,pl",match
"sw,cl,squ,tr,shr",match
"sh,shr,cl,pl,tr",match
"p,pl,s,sh,shr",match
"t,tr,wh,b,bl",matchSound
"ee,eep,eel,eat,eak",match
"eat,eet,ean,eel,eep",match
"p,f,z,l,s",matchfirst
"ee,eet,ean,ee,eak",match
"eat,ean,eet,ee,eap",match
"eak,ee,eel,eak,ean",matchSound
"sh,wh,tr,wh,bl",matchfirst
"pl,sw,cl,squ,sh",matchfirst
"cl,wh,tr,wh,bl",matchfirst
"w,wh,t,tr,squ",matchfirst
"g,cl,sh,bl,d",matchfirst
"sheep,wheel,tree,wheat,bleak",spell
"pleat,sweet,clean,squeak,sheep",spell
"n,p,l,b,s",matchfirst
"s,f,z,p,b",matchfirst
"pin,fin,zip,lip,if",spell
"nit,pit,lit,it,fin",spell
"u,b,u,g,b",match
"n,p,a,p,m",match
"b,r,y,c,g",match
"c,b,u,b,g",match
"u,r,y,b,g",match
"c,r,g,b,u",match
"r,t,c,b,r",matchfirst
"b,r,t,c,n",matchfirst
"t,r,c,n,b",matchfirst
"tug,rut,cub,nut,bug",spell
"bug,rug,tug,cut,nut",spell
"o,h,o,f,h",match
"t,n,p,a,c",matchSound
"x,h,p,f,qu",match
"f,p,o,f,qu",match
"o,t,p,o,x",match
"qu,o,t,h,f",match
"f,p,t,p,h",matchfirst
"b,d,m,p,t",matchfirst
"f,b,m,h,h",matchfirst
"fox,pox,top,pot,hop",spell
"box,dog,mop,pot,top",spell
"e,d,e,j,d",match
"c,p,m,t,n",matchfirst
"w,d,v,j,l",match
"w,v,e,w,j",match
"e,v,e,j,d",match
"d,j,v,e,w",matchSound
"w,t,j,d,w",matchfirst
"g,d,j,t,w",matchfirst
"n,w,g,t,d",matchfirst
"wed,ted,jet,den,wet",spell
"net,wet,get,ten,den",spell
"a,e,i,o,u",match
"t,c,m,p,c",matchfirst
"b,p,d,t,k",match
"k,g,f,v,s",match
"s,z,m,n,j",match
"c,g,h,l,qu",match
"r,v,w,x,y",matchSound
"c,p,m,t,n",matchfirst
"n,p,l,b,s",matchfirst
"b,r,t,c,n",matchfirst
"b,d,m,p,t",matchfirst
"n,w,g,t,d",matchfirst
"c,c,m,t,p",matchfirst
"cat,pan,mat,pat,tan",spell
"pin,fin,zip,lip,bit",spell
"tug,rut,cub,nut,bug",spell
"box,dog,mop,pot,top",spell
"wed,ted,jet,den,wet",spell
"br,cr,fr,gr,st",match
"pl,br,fl,gr,st",match
"fl,pl,gr,cr,br",match
"b,br,c,cr,st",match
"s,st,f,fr,pl",matchSound
"cat,pan,mat,pat,tan",spell
"ake,ape,ane,ame,ale",match
"ade,ame,ale,ane,ape",match
"ane,ade,ape,ake,ale",match
"ap,ape,an,ane,ade",match
"ad,ade,ake,ap,ape",matchSound
"br,gr,cr,fr,p",matchfirst
"pl,bl,st,br,fr",matchfirst
"gr,pl,bl,cr,st",matchfirst
"p,pl,br,gr,fr",matchfirst
"st,pl,br,cr,fr",matchfirst
"map,tap,cap,nap,can",spell
"brake,grape,stale,blade,plane",spell
"crane,plane,frame,blade,pane",spell
"sp,sw,sh,ch,wh",match
"wr,sw,sp,sh,ch",match
"wh,sw,sh,wr,pr",match
"s,sp,sw,sh,ch",match
"p,pr,sw,sh,ch",matchSound
"ine,ide,ipe,ike,ite",match
"ice,ide,ipe,ite,ipe",match
"ike,ide,ite,ipe,ine",match
"k,i,n,s,p",match
"in,ine,it,ite,ide",match
"ip,ipe,ine,in,ice",matchSound
"sp,wh,pr,sp,sh",matchfirst
"wr,wh,sw,pr,ch",matchfirst
"r,sh,sw,wr,sh",matchfirst
"p,sp,p,wr,sp",matchfirst
"s,sw,f,sh,wh",matchfirst
"spine,whine,pride,spike,shine",spell
"write,whine,swipe,price,chide",spell
"bl,fl,cl,pr,gl",match
