"n,a,t,q,q",match
"a,b,n,n,n",match
"baba,qab,banan,ana,ata",spell
"banan,ata,banan,qat,nabat",Sound
"m,m,l,t,t",match
"m,l,ə,l,ə",match
"k,k,k,k,k",matchSound
"t,k,k,l,ə",match
"m,l,l,k,ə",match
"k,k,m,ə,ə",matchSound
"k,k,k,ə,l",matchfirst
"k,k,l,ə,l",matchfirst
"b,q,b,a,a",matchSound
"ə,l,ə,ə,l",matchfirst
"l,k,ə,ə,ə",matchfirst
"lələk,ləkə,kəl,ət,ələk",spell
"lələk,ətək,əl,əl,lələk",spell
"ət,lələk,kətə,kəl,ləkə",Sound
"m,t,r,t,d",match
"t,r,t,m,d",match
"l,d,e,t,m",matchSound
"n,n,e,r,m",match
"r,l,n,l,r",match
"b,b,q,t,a",match
"e,d,n,t,n",matchSound
"m,t,m,t,e",matchfirst
"l,e,l,e,l",matchfirst
"e,m,t,t,l",matchfirst
"e,l,l,e,m",matchfirst
"lent,teatr,metr,elan,lent",spell
"metr,elm,en,tel,el",spell
"medal,elm,tel,elm,el",Sound
"d,b,d,d,o",match
"l,o,b,b,l",match
"a,b,q,a,q",match
"l,o,b,b,y",matchSound
"o,l,n,n,l",match
"b,l,d,l,d",match
"l,l,b,n,n",matchSound
"l,b,d,l,o",matchfirst
"l,l,l,l,d",matchfirst
"y,o,o,o,d",matchfirst
"y,d,y,d,d",matchfirst
"yol,odun,don,boya,boya",spell
"dolab,yod,dollar,dollar,lobya",spell
"t,b,t,b,a",matchSound
"od,boya,lobya,lobya,lobya",Sound
"l,n,c,d,c",match
"d,i,l,n,c",match
"l,n,c,l,i",matchSound
"i,i,c,n,n",match
"c,d,l,d,d",match
"l,d,n,d,d",matchSound
"c,d,c,l,n",matchfirst
"d,d,d,l,d",matchfirst
"d,n,d,n,n",matchfirst
"a,a,a,a,q",matchfirst
"n,c,d,l,n",matchfirst
"cin,nadinc,nida,dil,cild",spell
"nida,din,dil,nida,nida",spell
"cild,cin,din,lil,din",Sound
"g,k,k,l,k",match
"z,m,l,g,ö",match
"k,k,k,l,m",matchSound
"ö,z,k,z,g",match
"k,ö,ö,k,m",match
"m,k,z,k,g",matchSound
"n,b,q,b,n",matchfirst
"z,ö,g,z,k",matchfirst
"z,g,g,k,z",matchfirst
"z,g,k,ö,ö",matchfirst
"ö,k,ö,g,g",matchfirst
"ölkə,kök,göz,öküz,göl",spell
"göz,köz,öküz,öküz,göl",spell
"kölgə,göz,kölgə,göz,göz",Sound
"a,n,b,q,q",matchfirst
"ata,banan,baba,qat,banan",spell
