"m,m,h,p,p",match
"m,m,p,h,m",match
"oje,koş,joker,otçul,tokat",spell
"koş,çocuk,şoke,şoke,şoke",Sound
"v,g,e,v,v",match
"e,y,e,e,e",match
"v,e,g,v,g",matchSound
"g,f,g,f,g",match
"e,f,y,e,g",match
"y,e,v,v,e",matchSound
"e,f,e,y,f",matchfirst
"g,v,g,e,f",matchfirst
"p,m,m,m,b",matchSound
"v,v,g,e,f",matchfirst
"e,y,y,g,f",matchfirst
"joker,oje,oje,çocuk,tokat",spell
"joker,oje,tokat,tokat,şoke",spell
"otçul,oje,koç,çocuk,çocuk",Sound
"k,c,s,d,c",match
"s,c,d,k,s",match
"s,k,c,k,d",matchSound
"k,d,i,d,c",match
"d,d,k,s,k",match
"a,a,p,b,a",match
"i,c,s,d,s",matchSound
"k,s,c,s,i",matchfirst
"k,c,c,d,d",matchfirst
"c,k,d,c,s",matchfirst
"i,s,i,c,d",matchfirst
"oje,şoke,oje,koç,koş",spell
"koç,koş,şoke,oje,koç",spell
"tokat,oje,otçul,oje,oje",Sound
"u,l,r,z,r",match
"z,n,l,n,z",match
"p,b,h,h,p",match
"r,z,u,n,z",matchSound
"u,u,z,n,l",match
"n,n,r,l,r",match
"z,z,r,l,r",matchSound
"l,n,n,z,z",matchfirst
"l,n,l,n,z",matchfirst
"u,r,z,n,r",matchfirst
"r,n,l,r,u",matchfirst
"tokat,oje,çocuk,oje,şoke",spell
"joker,koç,joker,şoke,joker",spell
"h,h,a,h,b",matchSound
"joker,koş,joker,oje,tokat",Sound
"ş,t,ş,o,j",match
"j,ş,ç,ç,ş",match
"t,o,ç,j,o",matchSound
"o,o,ş,t,j",match
"ç,o,ş,o,ş",match
"t,o,ç,ş,ş",matchSound
"o,o,o,t,o",matchfirst
"ş,o,ç,t,o",matchfirst
"ç,ç,ç,t,o",matchfirst
"m,b,m,p,h",matchfirst
"o,o,ç,j,ç",matchfirst
"koç,koş,çocuk,koş,otçul",spell
"şoke,şoke,çocuk,çocuk,joker",spell
"koç,şoke,koç,çocuk,joker",Sound
"ç,o,j,ç,ş",match
"ç,ş,o,ş,ç",match
"o,ş,ş,t,j",matchSound
"ç,o,ş,j,ç",match
"t,ş,ş,t,ş",match
"ç,ç,j,t,ş",matchSound
"a,h,h,h,m",matchfirst
"j,t,t,t,j",matchfirst
"o,ç,ş,ş,ç",matchfirst
"t,j,ş,j,t",matchfirst
"ç,ç,o,t,j",matchfirst
"joker,koş,joker,tokat,koç",spell
"şoke,koç,çocuk,joker,tokat",spell
"şoke,koş,çocuk,otçul,koş",Sound
"h,h,m,h,h",matchfirst
"koç,koş,koş,otçul,oje",spell
